TEN DON VI,HE THONG,SYSTEM CODE,KA,SUP,SALE,PG,QUAN,VUNG MIEN,TINH/THANH,NAM,THANG
COOPFOOD LE VAN THO,COOP FOOD,COOP_F_LVTHO,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD PHAM NHU TANG,COOP FOOD,COOP_F_PNTANG,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD CHO LON,COOP FOOD,COOP_F_CHOLON,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD DO XUAN HOP,COOP FOOD,COOP_F_DXHOP100,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD PHU HOANG ANH,COOP FOOD,COOP_F_PHANH,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD BINH TRUNG,COOP FOOD,COOP_F_BTRUNG,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD NGUYEN SON,COOP FOOD,COOP_F_NSON,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD EHOMES,COOP FOOD,COOP_F_EHOMES,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD PHAM VAN CHIEU,COOP FOOD,COOP_F_PVC2,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD LIEN KHU 5,COOP FOOD,COOP_F_LKHU5_6,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD KHANG DIEN,COOP FOOD,COOP_F_KDIEN,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD AN LAC,COOP FOOD,COOP_F_ANLAC,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD NGUYEN VAN DUNG,COOP FOOD,COOP_F_NVDUNG,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD MINH DUC,COOP FOOD,COOP_F_MDUC,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,,2025,12
COOPFOOD NGUYEN LUONG BANG,COOP FOOD,COOP_F_NLB,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD NGUYEN THONG 1,COOP FOOD,COOP_NTHONG1,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD PHAN DINH PHUNG,COOP FOOD,COOP_F_PDPHUNG,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD SONG HINH,COOP FOOD,COOP_F_PYSHINH,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD NGUYEN CUU DAM,COOP FOOD,COOP_F_NCDAM,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD TAN LAP,COOP FOOD,COOP_F_TLAP55,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOPFOOD NGUYEN OANH,COOP FOOD,COOP_F_NOANH,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD BELLE,COOP FOOD,COOP_F_BELLE,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD CAO LO,COOP FOOD,COOP_F_CLO,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD CAT LAI,COOP FOOD,COOP_F_CLAI,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD DIAMOND,COOP FOOD,COOP_F_DIAMOND,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD GREENSTAR,COOP FOOD,COOP_F_GREENSTAR,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD HUYNH TAN PHAT,COOP FOOD,COOP_HTPHAT,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD BINH PHU,COOP FOOD,COOP_F_BPHU,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD HOANG ANH GOLD,COOP FOOD,COOP_F_HAGOLD,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD QUANG TRUNG,COOP FOOD,COOP_F_QTRUNG100,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD TAY DO,COOP FOOD,COOP_F_TAYDO,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD HIM LAM CHO LON,COOP FOOD,COOP_F_HLCLON,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD KI DONG,COOP FOOD,COOP_F_KDONG,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD LAM VAN BEN,COOP FOOD,COOP_F_LVBEN,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD MAN THIEN,COOP FOOD,COOP_F_MTHIEN,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD NGUYEN BA TONG,COOP FOOD,COOP_F_NBTONG,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD PHU YEN,COOP FOOD,COOP_F_PYNHTHO,KA HCM1,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD PHU XUAN,COOP FOOD,COOP_F_PXUAN,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD QUOC LO 50,COOP FOOD,COOP_F_QL50,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD SAFIRA KHANG DIEN,COOP FOOD,COOP_SAFIRAKDIEN,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOPFOOD THANH LOC 17,COOP FOOD,COOP_F_TLOC17,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOPFOOD TON THAT THUYET,COOP FOOD,COOP_FOOD_TTTHUYET,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD TON DAN,COOP FOOD,COOP_F_TONDAN,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD TRAN XUAN SOAN,COOP FOOD,COOP_F_TXSOAN,KA HCM1,VAVANCY-VU MINH TUAN,NO SALE,"""NO PG""",,,,2025,12
COOPFOOD TRUONG THO,COOP FOOD,COOP_TTHO,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOPFOOD PHAM THE HIEN,COOP FOOD,COOP_F_PTHIEN,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD TRAN TAN,COOP FOOD,COOP_F_TTAN,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD NGUYEN VAN TAO,COOP FOOD,COOP_F_NVTAO,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD DINH CHAU,COOP FOOD,COOP_F_DCHAU,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD PHAM PHU THU,COOP FOOD,COOP_F_PPTHU,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD DO THANH,COOP FOOD,COOP_F_DOTHANH,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD HIEP BINH CHANH,COOP FOOD,COOP_F_HBCHANH,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD NGUYEN XI,COOP FOOD,COOP_F_NXI,KA HCM1,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOPFOOD MIZUKI,COOP FOOD,COOP_F_MIZUKI,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TP HCM,HCM,2025,12
COOPFOOD VO NGUYEN GIAP,COOP FOOD,COOP_F_VNGIAP,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TP HCM,HCM,2025,12
COOP FOOD VINH LOC,COOP FOOD,COOP_F_VLOC,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD TAN THOI NHAT 02,COOP FOOD,COOP_F_TTN02,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD CC THE PRIVIA KHANG DIEN,COOP FOOD,COOP_F_PRI_KDIEN,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD DONG HUNG THUAN 02,COOP FOOD,COOP_F_DHT02,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD QUOC LO 13 CU,COOP FOOD,COOP_F_QL13,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD PHAM VAN CHIEU,COOP FOOD,COOP_F_PVC,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD DONG TANG LONG,COOP FOOD,COOP_F_DTL,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD CT LE HONG PHONG,COOP FOOD,COOP_F_CT_LHP,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD NGUYEN THI BUP 101M,COOP FOOD,COOP_F_NTBUP,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD NGUYEN THI DANG 367,COOP FOOD,COOP_F_NTDANG,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD HO VAN LONG 70,COOP FOOD,COOP_F_HVLONG70,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD HUYNH TAN PHAT,COOP FOOD,COOP_F_HTPHAT,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD LIEU BINH HUONG,COOP FOOD,COOP_F_LBH,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD KHU NAM LONG,COOP FOOD,COOP_F_NLONG,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD CC LUXGARDEN,COOP FOOD,COOP_F_LUX,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD PHAM HUU LAU,COOP FOOD,COOP_F_PHLAU,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD NGUYEN KIEM,COOP FOOD,COOP_F_NKIEM,KA HCM1,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,,,2025,12
COOP FOOD BD CHARM RUBY,COOP FOOD,COOP_F_RUBY,,VAVANCY-VU MINH TUAN,,,,,,2025,12
COOP FOOD KDC THAM LUONG,COOP FOOD,COOP_F_TLUONG,,VAVANCY-VU MINH TUAN,,,,,,2025,12
COOP VINH LOC B,COOP MART,COOP_VLOCB,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOP QUANG TRI,COOP MART,COOP_QTRI,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOP TA QUANG BUU,COOP MART,COOP_TQBUU,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOP MART LONG BINH,COOP MART,COOP_LBINH,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOP PHAM THE HIEN,COOP MART,COOP_PTHIEN,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOP HAU GIANG 2,COOP MART,COOP_576_HGIANG2,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOP DONG VAN CONG 1,COOP MART,COOP_DVC1,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOP BINH LOI,COOP MART,COOP_NQ_BLOI,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOP LY THUONG KIET,COOP MART,COOP_LTK,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,,,2025,12
COOP AN NHON,COOP MART,COOP_ANHON,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,BINH DINH,DUYEN HAI NAM TRUNG BO,2025,12
COOP BA RIA,COOP MART,COOP_BRIA,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,BA RIA VUNG TAU,MIEN DONG NAM BO,2025,12
COOP BAC GIANG,COOP MART,COOP_BGIANG,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,BAC GIANG,MIEN DONG BAC BO,2025,12
COOP BAC LIEU 2,COOP MART,COOP_BLIEU2,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,BAC LIEU,DONG BANG SONG CUU LONG,2025,12
COOP BAO LOC,COOP MART,COOP_BLOC,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,LAM DONG,TAY NGUYEN,2025,12
COOP BEN LUC,COOP MART,COOP_BLUC,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,LONG AN,DONG BANG SONG CUU LONG,2025,12
COOP BEN TRE,COOP MART,COOP_BTRE,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,BEN TRE,DONG BANG SONG CUU LONG,2025,12
COOP BIEN HOA,COOP MART,COOP_BHOA,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI NHAN,"""NO PG""",,DONG NAI,MIEN DONG NAM BO,2025,12
COOP BINH DUONG,COOP MART,COOP_BDUONG,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,BINH DUONG,MIEN DONG NAM BO,2025,12
COOP BINH DUONG 2,COOP MART,COOP_BDUONG2,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,BINH DUONG,MIEN DONG NAM BO,2025,12
COOP BINH TAN,COOP MART,COOP_BTAN,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP BINH TAN 2,COOP MART,COOP_BTAN2,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP BINH THUY CAN THO,COOP MART,COOP_BTHUY,KA HCM2,VAVANCY-VU MINH TUAN,HUYNH NGOC HIEU,"""NO PG""",,CAN THO,MIEN TAY,2025,12
COOP BINH TRIEU,COOP MART,COOP_BTRIEU,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP BUON HO,COOP MART,COOP_BHO,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,DAK LAK,TAY NGUYEN,2025,12
COOP BUON MA THUOT,COOP MART,COOP_BMT,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,DAK LAK,TAY NGUYEN,2025,12
COOP CA MAU,COOP MART,COOP_CMAU,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,CA MAU,DONG BANG SONG CUU LONG,2025,12
COOP CAI LAY,COOP MART,COOP_CLAY,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TIEN GIANG,DONG BANG SONG CUU LONG,2025,12
COOP CAM RANH,COOP MART,COOP_CRANH,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,KHANH HOA,DUYEN HAI NAM TRUNG BO,2025,12
COOP CAN GIO,COOP MART,COOP_CGIO,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP CAN GIUOC,COOP MART,COOP_CGUOC,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP CAN THO,COOP MART,COOP_CTHO,KA HCM2,VAVANCY-VU MINH TUAN,HUYNH NGOC HIEU,"""NO PG""",,CAN THO,MIEN TAY,2025,12
COOP CAO LANH,COOP MART,COOP_CLANH,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,DONG THAP,DONG BANG SONG CUU LONG,2025,12
COOP CAO THANG,COOP MART,COOP_AUC_CTHANG,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP CHAU DOC,COOP MART,COOP_CDOC,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,AN GIANG,DONG BANG SONG CUU LONG,2025,12
COOP CHAU THANH,COOP MART,COOP_CTHANH,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,TAY NINH,MIEN DONG NAM BO,2025,12
COOP CAI BE,COOP MART,COOP_CAIBE,KA HCM5,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOPFOOD CHO MOI,COOP MART,COOP_CHOMOI,KA HCM6,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,,,2025,12
COOP CHU SE GIA LAI,COOP MART,COOP_CSE,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,GIA LAI,TAY NGUYEN,2025,12
COOP CHU VAN AN,COOP MART,COOP_CVA,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP CONG QUYNH,COOP MART,COOP_CQUYNH,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP CU CHI,COOP MART,COOP_CCHI,KA HCM2,VAVANCY-VU MINH TUAN,"""NO SALE""","""NO PG""",,TP HCM,HCM,2025,12
COOP CU MGAR,COOP MART,COOP_MGAR,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,DAK LAK,TAY NGUYEN,2025,12
COOP DA NANG,COOP MART,COOP_DNANG,KA HCM2,VAVANCY-VU MINH TUAN,PHAM THI BINH,"""NO PG""",,DA NANG,MIEN TRUNG,2025,12
COOP DAK NONG,COOP MART,COOP_DNONG,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,DAK NONG,TAY NGUYEN,2025,12
COOP DO VAN DAY,COOP MART,COOP_DVD,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TP HCM,HCM,2025,12
COOP DONG HA QUANG TRI,COOP MART,COOP_DHA,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,QUANG TRI,MIEN BAC TRUNG BO,2025,12
COOP DONG PHU BINH PHUOC,COOP MART,COOP_DPHU,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,BINH PHUOC,MIEN DONG NAM BO,2025,12
COOP DONG VAN CONG,COOP MART,COOP_DVC,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP DONG XOAI BINH PHUOC,COOP MART,COOP_DXOAI,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,BINH PHUOC,MIEN DONG NAM BO,2025,12
COOP DUC PHO QUANG NGAI,COOP MART,COOP_DPHO,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,QUANG NGAI,DUYEN HAI NAM TRUNG BO,2025,12
COOP DUONG MINH CHAU,COOP MART,COOP_DMCHAU,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TAY NINH,MIEN DONG NAM BO,2025,12
COOP DUYEN HAI TRA VINH,COOP MART,COOP_DHAI,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TRA VINH,DONG BANG SONG CUU LONG,2025,12
COOP FINELIFE HA DO,COOP MART,COOP_FL_HADO,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP FINELIFE RIVIERA POINT,COOP MART,COOP_FL_RIVIERA,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP FINELIFE SAIGON MIA,COOP MART,COOP_FL_MIA,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP FINELIFE URBAN HILL,COOP MART,COOP_FL_URBANHILL,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP GO CONG,COOP MART,COOP_GCONG,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TIEN GIANG,DONG BANG SONG CUU LONG,2025,12
COOP GO DAU TAY NINH,COOP MART,COOP_GDAU,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TAY NINH,MIEN DONG NAM BO,2025,12
COOP GOLDENSILK,COOP MART,COOP_AUC_GOLDEN,KA HCM2,VAVANCY-VU MINH TUAN,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2025,12
COOP GOLDSILK,COOP MART,COOP_AUC_GOLDSILK,KA HCM2,VAVANCY-VU MINH TUAN,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2025,12
COOP HA DO,COOP MART,COOP_HDO,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP HA DONG,COOP MART,COOP_HDONG,KA HCM2,VAVANCY-VU MINH TUAN,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2025,12
COOP HA NOI,COOP MART,COOP_HNOI,KA HCM2,VAVANCY-VU MINH TUAN,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2025,12
COOP HA TIEN,COOP MART,COOP_HTIEN,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,KIEN GIANG,DONG BANG SONG CUU LONG,2025,12
COOP HA TINH,COOP MART,COOP_HTINH,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,HA TINH,MIEN BAC TRUNG BO,2025,12
COOP HAI PHONG,COOP MART,COOP_HPHONG,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,HAI PHONG,MIEN BAC,2025,12
COOP HAU GIANG,COOP MART,COOP_HGIANG,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP HIEP THANH QUAN 12,COOP MART,COOP_HTHANH,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TP HCM,HCM,2025,12
COOP HOA BINH,COOP MART,COOP_HBINH,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP HOANG VAN THU,COOP MART,COOP_HVT_AUC,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP HOC MON,COOP MART,COOP_HMON,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TP HCM,HCM,2025,12
COOP HONG NGU DONG THAP,COOP MART,COOP_HNGU,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,DONG THAP,DONG BANG SONG CUU LONG,2025,12
COOP HUE,COOP MART,COOP_HUE,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,HUE,MIEN BAC TRUNG BO,2025,12
COOP HUNG VUONG,COOP MART,COOP_ADONG,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP HUYNH TAN PHAT,COOP MART,COOP_PMH,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP KIEN GIANG,COOP MART,COOP_KGIANG,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,KIEN GIANG,DONG BANG SONG CUU LONG,2025,12
COOP KONTUM,COOP MART,COOP_KTUM,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,KON TUM,TAY NGUYEN,2025,12
COOP LAGI BINH THUAN,COOP MART,COOP_LAGI,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,BINH THUAN,DUYEN HAI NAM TRUNG BO,2025,12
COOP LONG BIEN,COOP MART,COOP_AUC_LBIEN,KA HCM2,VAVANCY-VU MINH TUAN,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2025,12
COOP LONG XUYEN AN GIANG,COOP MART,COOP_LX,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,AN GIANG,DONG BANG SONG CUU LONG,2025,12
COOP LY THUONG KIET,COOP MART,COOP_TTAM,KA HCM2,VAVANCY-VU MINH TUAN,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2025,12
COOP MY THO TIEN GIANG,COOP MART,COOP_MTHO,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,TIEN GIANG,DONG BANG SONG CUU LONG,2025,12
COOP NAM DINH,COOP MART,COOP_NDINH,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,NAM DINH,DONG BANG SONG HONG,2025,12
COOP NGA BAY HAU GIANG,COOP MART,COOP_N7HG,KA HCM2,VAVANCY-VU MINH TUAN,VACANCY,"""NO PG""",,HAU GIANG,DONG BANG SONG CUU LONG,2025,12
